"Campaign","Ad group","Keyword","Match type","Status"
"DEV - Sky AD Developments - Search - Mobile","Blue Walk - EN","Blue Walk compound","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Vaya - Jefaira - EN","Vaya - Jefaira compound","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Capital avenue - EN","Capital avenue prices","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Ayla Jefaira - AR","ايلا جيفيرا اسعار","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Capital avenue - EN","Capital avenue compound","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Parkside - Owest - AR","كمبوند بارك سايد - أو ويست","Exact","Removed"
"DEV - Sky AD Developments - Search - Mobile","Blue Walk - EN","Blue Walk prices","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Blue Walk - EN","Blue Walk prices","Exact","Removed"
"DEV - Sky AD Developments - Search - Mobile","Capital avenue - EN","Capital avenue prices","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Ayla Jefaira - AR","كمبوند ايلا جيفيرا","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Ayla Jefaira - AR","ايلا جيفيرا اسعار","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Vaya - Jefaira - EN","Vaya - Jefaira prices","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Vaya - Jefaira - EN","Vaya - Jefaira prices","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Vaya - Jefaira - EN","Vaya - Jefaira compound","Exact","Removed"
"DEV - Sky AD Developments - Search - Mobile","Capital avenue - EN","Capital avenue compound","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Parkside - Owest - AR","كمبوند بارك سايد - أو ويست","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Ayla Jefaira - AR","كمبوند ايلا جيفيرا","Exact","Removed"
"DEV - Sky AD Developments - Search - Mobile","Blue Walk - EN","Blue Walk compound","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Parkside - Owest - AR","بارك سايد - أو ويست اسعار","Exact","Removed"
"DEV - New Plan - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - New Plan - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - New Plan - Search - Mobile","Brand+Area - AR","نيو بلان اللوتس","Exact","Enabled"
"DEV - New Plan - Search - Mobile","Brand+Area - AR","نيو بلان اللوتس","Phrase","Removed"
"DEV - New Plan - Search - Mobile","Brand+Area - AR","نيو بلان كمبوندات","Exact","Enabled"
"DEV - New Plan - Search - Mobile","Brand+Area - AR","نيو بلان كمبوندات","Phrase","Removed"
"DEV - New Plan - Search - Mobile","Brand+Area - AR","شقق تقسيط اللوتس","Exact","Enabled"
"DEV - New Plan - Search - Mobile","Brand+Area - AR","شقق تقسيط اللوتس","Phrase","Removed"
"DEV - New Plan - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - New Plan - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - New Plan - Search - Mobile","Brand+Area - AR","شقق للبيع في اللوتس","Exact","Enabled"
"DEV - New Plan - Search - Mobile","Brand+Area - AR","شقق للبيع في اللوتس","Phrase","Removed"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - EN","Palm New Zayed","Exact","Enabled"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - EN","Palm New Zayed","Phrase","Removed"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - EN","apartments for sale in New Zayed","Exact","Enabled"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - EN","apartments for sale in New Zayed","Phrase","Removed"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - EN","villas for sale in New Zayed","Exact","Enabled"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - EN","villas for sale in New Zayed","Phrase","Removed"
"DEV - New Plan - Search - Mobile","Brand+Area - EN","villas for sale in El Lotus","Exact","Enabled"
"DEV - New Plan - Search - Mobile","Brand+Area - EN","villas for sale in El Lotus","Phrase","Removed"
"DEV - New Plan - Search - Mobile","Brand+Area - EN","apartments for sale in El Lotus","Exact","Enabled"
"DEV - New Plan - Search - Mobile","Brand+Area - EN","apartments for sale in El Lotus","Phrase","Removed"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - EN","villas for sale in October Gardens","Exact","Enabled"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - EN","villas for sale in October Gardens","Phrase","Removed"
"DEV - New Plan - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Exact","Enabled"
"DEV - New Plan - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Phrase","Removed"
"DEV - New Plan - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Exact","Enabled"
"DEV - New Plan - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Phrase","Removed"
"DEV - New Plan - Search - Mobile","Brand+Area - EN","New El Lotus","Exact","Enabled"
"DEV - New Plan - Search - Mobile","Brand+Area - EN","New El Lotus","Phrase","Removed"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - EN","apartments for sale in October Gardens","Exact","Enabled"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - EN","apartments for sale in October Gardens","Phrase","Removed"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - EN","Modon New Capital City","Exact","Enabled"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - EN","Modon New Capital City","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في الشيخ زايد الجديدة","Exact","Enabled"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في الشيخ زايد الجديدة","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - AR","تاج مصر كمبوندات","Exact","Enabled"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - AR","تاج مصر كمبوندات","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط الشيخ زايد الجديدة","Exact","Enabled"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط الشيخ زايد الجديدة","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - AR","تاج مصر العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - AR","تاج مصر العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - EN","villas for sale in Al Alamein","Exact","Enabled"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - EN","villas for sale in Al Alamein","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - EN","apartments for sale in Al Alamein","Exact","Enabled"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - EN","apartments for sale in Al Alamein","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Exact","Enabled"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - EN","City Al Alamein","Exact","Enabled"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - EN","City Al Alamein","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Exact","Enabled"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Exact","Enabled"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - EN","villas for sale in New Zayed","Exact","Enabled"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - EN","villas for sale in New Zayed","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Exact","Enabled"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - EN","Taj New Capital City","Exact","Enabled"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - EN","Taj New Capital City","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - EN","apartments for sale in New Zayed","Exact","Enabled"
"DEV - Taj Misr Developments - Search - Mobile","Brand+Area - EN","apartments for sale in New Zayed","Phrase","Removed"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Exact","Enabled"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Phrase","Removed"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - EN","apartments for sale in Golden Square","Exact","Enabled"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - EN","apartments for sale in Golden Square","Phrase","Removed"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - EN","villas for sale in Golden Square","Exact","Enabled"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - EN","villas for sale in Golden Square","Phrase","Removed"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Exact","Enabled"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Phrase","Removed"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - AR","شقق تقسيط جولدن سكوير","Exact","Enabled"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - AR","شقق تقسيط جولدن سكوير","Phrase","Removed"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - AR","مدن كمبوندات","Exact","Enabled"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - AR","مدن كمبوندات","Phrase","Removed"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - AR","شقق للبيع في جولدن سكوير","Exact","Enabled"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - AR","شقق للبيع في جولدن سكوير","Phrase","Removed"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - AR","مدن العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Modon Egypt - Search - Mobile","Brand+Area - AR","مدن العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في الشيخ زايد الجديدة","Exact","Enabled"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في الشيخ زايد الجديدة","Phrase","Removed"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - AR","بالم هيلز كمبوندات","Exact","Enabled"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - AR","بالم هيلز كمبوندات","Phrase","Removed"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط الشيخ زايد الجديدة","Exact","Enabled"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط الشيخ زايد الجديدة","Phrase","Removed"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في حدائق اكتوبر","Exact","Enabled"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في حدائق اكتوبر","Phrase","Removed"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط حدائق اكتوبر","Exact","Enabled"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط حدائق اكتوبر","Phrase","Removed"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - AR","بالم هيلز الشيخ زايد الجديدة","Exact","Enabled"
"DEV - Palm Hills Developments - Search - Mobile","Brand+Area - AR","بالم هيلز الشيخ زايد الجديدة","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Brand+Area - EN","villas for sale in 6th of October City","Exact","Enabled"
"DEV - Hyde Park - Search - Mobile","Brand+Area - EN","villas for sale in 6th of October City","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Brand+Area - AR","هايد بارك مدينة السادس من أكتوبر","Exact","Enabled"
"DEV - Hyde Park - Search - Mobile","Brand+Area - AR","هايد بارك مدينة السادس من أكتوبر","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Brand+Area - AR","شقق للبيع في مدينة السادس من أكتوبر","Exact","Enabled"
"DEV - Hyde Park - Search - Mobile","Brand+Area - AR","شقق للبيع في مدينة السادس من أكتوبر","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Brand+Area - EN","apartments for sale in New Cairo","Exact","Enabled"
"DEV - Hyde Park - Search - Mobile","Brand+Area - EN","apartments for sale in New Cairo","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Brand+Area - EN","Hyde 6th of October City","Exact","Enabled"
"DEV - Hyde Park - Search - Mobile","Brand+Area - EN","Hyde 6th of October City","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Brand+Area - EN","apartments for sale in 6th of October City","Exact","Enabled"
"DEV - Hyde Park - Search - Mobile","Brand+Area - EN","apartments for sale in 6th of October City","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Brand+Area - AR","شقق تقسيط القاهرة الجديدة","Exact","Enabled"
"DEV - Hyde Park - Search - Mobile","Brand+Area - AR","شقق تقسيط القاهرة الجديدة","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Brand+Area - AR","شقق للبيع في القاهرة الجديدة","Exact","Enabled"
"DEV - Hyde Park - Search - Mobile","Brand+Area - AR","شقق للبيع في القاهرة الجديدة","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Brand+Area - EN","villas for sale in New Cairo","Exact","Enabled"
"DEV - Hyde Park - Search - Mobile","Brand+Area - EN","villas for sale in New Cairo","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Brand+Area - AR","شقق تقسيط مدينة السادس من أكتوبر","Exact","Enabled"
"DEV - Hyde Park - Search - Mobile","Brand+Area - AR","شقق تقسيط مدينة السادس من أكتوبر","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Brand+Area - AR","هايد بارك كمبوندات","Exact","Enabled"
"DEV - Hyde Park - Search - Mobile","Brand+Area - AR","هايد بارك كمبوندات","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Brand+Area - EN","apartments for sale in Ras El Hekma","Exact","Enabled"
"DEV - Gates Development - Search - Mobile","Brand+Area - EN","apartments for sale in Ras El Hekma","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Brand+Area - EN","Gates New Capital City","Exact","Enabled"
"DEV - Gates Development - Search - Mobile","Brand+Area - EN","Gates New Capital City","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Brand+Area - EN","villas for sale in Ras El Hekma","Exact","Enabled"
"DEV - Gates Development - Search - Mobile","Brand+Area - EN","villas for sale in Ras El Hekma","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Exact","Enabled"
"DEV - Gates Development - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Exact","Enabled"
"DEV - Gates Development - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - EN","apartments for sale in 6th settlement","Exact","Enabled"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - EN","apartments for sale in 6th settlement","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Exact","Enabled"
"DEV - Better Home - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Exact","Enabled"
"DEV - Better Home - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - EN","Saudi Al Alamein","Exact","Enabled"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - EN","Saudi Al Alamein","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Brand+Area - EN","apartments for sale in New Cairo","Exact","Enabled"
"DEV - Better Home - Search - Mobile","Brand+Area - EN","apartments for sale in New Cairo","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Gates Development - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Brand+Area - AR","جيتس كمبوندات","Exact","Enabled"
"DEV - Gates Development - Search - Mobile","Brand+Area - AR","جيتس كمبوندات","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - EN","villas for sale in 6th settlement","Exact","Enabled"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - EN","villas for sale in 6th settlement","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - EN","apartments for sale in Al Alamein","Exact","Enabled"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - EN","apartments for sale in Al Alamein","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Brand+Area - EN","villas for sale in New Cairo","Exact","Enabled"
"DEV - Better Home - Search - Mobile","Brand+Area - EN","villas for sale in New Cairo","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - EN","villas for sale in Al Alamein","Exact","Enabled"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - EN","villas for sale in Al Alamein","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - AR","مدينة نصر للاسكان القاهرة الجديدة","Exact","Enabled"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - AR","مدينة نصر للاسكان القاهرة الجديدة","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - AR","مدينة نصر للاسكان كمبوندات","Exact","Enabled"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - AR","مدينة نصر للاسكان كمبوندات","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - AR","شقق تقسيط القاهرة الجديدة","Exact","Enabled"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - AR","شقق تقسيط القاهرة الجديدة","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - AR","شقق للبيع في القاهرة الجديدة","Exact","Enabled"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - AR","شقق للبيع في القاهرة الجديدة","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - AR","شقق للبيع في هيليوبوليس الجديدة","Exact","Enabled"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - AR","شقق للبيع في هيليوبوليس الجديدة","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - AR","شقق تقسيط هيليوبوليس الجديدة","Exact","Enabled"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - AR","شقق تقسيط هيليوبوليس الجديدة","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - EN","villas for sale in New Cairo","Exact","Enabled"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - EN","villas for sale in New Cairo","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - EN","Madinet New Cairo","Exact","Enabled"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - EN","Madinet New Cairo","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - EN","villas for sale in New Heliopolis","Exact","Enabled"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - EN","villas for sale in New Heliopolis","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - EN","apartments for sale in New Cairo","Exact","Enabled"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - EN","apartments for sale in New Cairo","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - EN","apartments for sale in New Heliopolis","Exact","Enabled"
"DEV - Madinet Masr - Search - Mobile","Brand+Area - EN","apartments for sale in New Heliopolis","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Exact","Enabled"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - EN","Sky New Cairo","Exact","Enabled"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - EN","Sky New Cairo","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - EN","villas for sale in 6th of October City","Exact","Enabled"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - EN","villas for sale in 6th of October City","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - EN","villas for sale in October Gardens","Exact","Enabled"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - EN","villas for sale in October Gardens","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - EN","Orascom October Gardens","Exact","Enabled"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - EN","Orascom October Gardens","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - EN","apartments for sale in October Gardens","Exact","Enabled"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - EN","apartments for sale in October Gardens","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - AR","شقق للبيع في رأس الحكمة","Exact","Enabled"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - AR","شقق للبيع في رأس الحكمة","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - EN","apartments for sale in New Cairo","Exact","Enabled"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - EN","apartments for sale in New Cairo","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - AR","إينرشيا رأس الحكمة","Exact","Enabled"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - AR","إينرشيا رأس الحكمة","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - AR","شقق تقسيط رأس الحكمة","Exact","Enabled"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - AR","شقق تقسيط رأس الحكمة","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Exact","Enabled"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - EN","villas for sale in New Cairo","Exact","Enabled"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - EN","villas for sale in New Cairo","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - EN","apartments for sale in 6th of October City","Exact","Enabled"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - EN","apartments for sale in 6th of October City","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - AR","إينرشيا كمبوندات","Exact","Enabled"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - AR","إينرشيا كمبوندات","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - AR","شقق تقسيط مدينة السادس من أكتوبر","Exact","Enabled"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - AR","شقق تقسيط مدينة السادس من أكتوبر","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - AR","شقق للبيع في مدينة السادس من أكتوبر","Exact","Enabled"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - AR","شقق للبيع في مدينة السادس من أكتوبر","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Brand+Area - EN","SODIC Mostakbal City","Exact","Enabled"
"DEV - SODIC - Search - Mobile","Brand+Area - EN","SODIC Mostakbal City","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Brand+Area - EN","apartments for sale in New Zayed","Exact","Enabled"
"DEV - SODIC - Search - Mobile","Brand+Area - EN","apartments for sale in New Zayed","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Brand+Area - EN","villas for sale in New Zayed","Exact","Enabled"
"DEV - SODIC - Search - Mobile","Brand+Area - EN","villas for sale in New Zayed","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Brand+Area - EN","villas for sale in Mostakbal City","Exact","Enabled"
"DEV - SODIC - Search - Mobile","Brand+Area - EN","villas for sale in Mostakbal City","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Brand+Area - EN","apartments for sale in Mostakbal City","Exact","Enabled"
"DEV - SODIC - Search - Mobile","Brand+Area - EN","apartments for sale in Mostakbal City","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Brand+Area - AR","شقق تقسيط الشيخ زايد الجديدة","Exact","Enabled"
"DEV - SODIC - Search - Mobile","Brand+Area - AR","شقق تقسيط الشيخ زايد الجديدة","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Brand+Area - AR","شقق للبيع في مدينة المستقبل","Exact","Enabled"
"DEV - SODIC - Search - Mobile","Brand+Area - AR","شقق للبيع في مدينة المستقبل","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Brand+Area - AR","شقق للبيع في الشيخ زايد الجديدة","Exact","Enabled"
"DEV - SODIC - Search - Mobile","Brand+Area - AR","شقق للبيع في الشيخ زايد الجديدة","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Brand+Area - AR","سوديك مدينة المستقبل","Exact","Enabled"
"DEV - SODIC - Search - Mobile","Brand+Area - AR","سوديك مدينة المستقبل","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Brand+Area - AR","شقق تقسيط مدينة المستقبل","Exact","Enabled"
"DEV - SODIC - Search - Mobile","Brand+Area - AR","شقق تقسيط مدينة المستقبل","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Brand+Area - AR","سوديك كمبوندات","Exact","Enabled"
"DEV - SODIC - Search - Mobile","Brand+Area - AR","سوديك كمبوندات","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Exact","Enabled"
